0,* 購 物 金,*,*,我們會不定時舉辦活動發放購物金，結帳時會自動扣抵購物金。每筆訂單滿200元可使用，最高能扣抵訂單總金額的25%，未使用之購物金將會於活動結束後失效。,ClientService.aiml
0,* 購 物 金 *,*,*,我們會不定時舉辦活動發放購物金，結帳時會自動扣抵購物金。每筆訂單滿200元可使用，最高能扣抵訂單總金額的25%，未使用之購物金將會於活動結束後失效。,ClientService.aiml
0,購 物 金 *,*,*,我們會不定時舉辦活動發放購物金，結帳時會自動扣抵購物金。每筆訂單滿200元可使用，最高能扣抵訂單總金額的25%，未使用之購物金將會於活動結束後失效。,ClientService.aiml
0,* 教 練 *,*,*,您好，若您想要進一步與教練取得聯繫，請您寄信至我們的信箱(E-mail:)我們將盡快與您聯繫。,ClientService.aiml
0,* 教 練,*,*,您好，若您想要進一步與教練取得聯繫，請您寄信至我們的信箱(E-mail:)我們將盡快與您聯繫。,ClientService.aiml
0,教 練 *,*,*,您好，若您想要進一步與教練取得聯繫，請您寄信至我們的信箱(E-mail:)我們將盡快與您聯繫。,ClientService.aiml
0,教 練,*,*,您好，若您想要進一步與教練取得聯繫，請您寄信至我們的信箱(E-mail:)我們將盡快與您聯繫。,ClientService.aiml
0,課 程,*,*,您好，若您想要進一步了解我們的課程，請至最新資訊了解我們近期的新課程。,ClientService.aiml
0,* 課 程,*,*,您好，若您想要進一步了解我們的課程，請至最新資訊了解我們近期的新課程。,ClientService.aiml
0,* 課 程 *,*,*,您好，若您想要進一步了解我們的課程，請至最新資訊了解我們近期的新課程。,ClientService.aiml
0,課 程 *,*,*,您好，若您想要進一步了解我們的課程，請至最新資訊了解我們近期的新課程。,ClientService.aiml
